action_type,combined_shot_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,label
Jump Shot,Jump Shot,33.7923,-143,252,-118.4128,10,4,0,5-Jun,37,28,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,HOU,1
Jump Shot,Jump Shot,33.8893,167,155,-118.1028,10,4,0,5-Jun,1,22,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,HOU,0
Layup Shot,Layup,34.0443,0,0,-118.2698,9,4,0,5-Jun,30,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,
Fadeaway Jump Shot,Jump Shot,33.9073,-77,137,-118.3468,8,4,0,5-Jun,21,15,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,HOU,
Jump Shot,Jump Shot,33.8573,-182,187,-118.4518,7,4,0,5-Jun,49,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,HOU,0
Jump Shot,Jump Shot,33.9123,-100,132,-118.3698,6,4,0,5-Jun,4,16,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,HOU,0
Layup Shot,Layup,34.0443,0,0,-118.2698,5,4,0,5-Jun,46,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,HOU,1
Jump Shot,Jump Shot,33.7843,51,260,-118.2188,3,4,0,5-Jun,55,26,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,HOU,0
Jump Shot,Jump Shot,33.8073,144,237,-118.1258,2,4,0,5-Jun,40,27,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,HOU,
Jump Shot,Jump Shot,33.7253,21,319,-118.2488,1,4,0,5-Jun,57,31,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,HOU,0
Fadeaway Jump Shot,Jump Shot,33.9753,143,69,-118.1268,11,1,0,5-Jun,11,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MEM,1
Jump Shot,Jump Shot,34.0473,236,-3,-118.0338,9,1,0,5-Jun,5,23,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,MEM,0
Jump Shot,Jump Shot,34.0573,-197,-13,-118.4668,7,1,0,5-Jun,16,19,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MEM,
Layup Shot,Layup,34.0443,0,0,-118.2698,4,1,0,5-Jun,43,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,1
Jump Shot,Jump Shot,33.8253,-133,219,-118.4028,3,1,0,5-Jun,9,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MEM,0
Jump Shot,Jump Shot,33.8883,194,156,-118.0758,5,2,0,5-Jun,2,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MEM,0
Jump Shot,Jump Shot,33.9213,125,123,-118.1448,3,2,0,5-Jun,24,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MEM,
Jump Shot,Jump Shot,33.9903,85,54,-118.1848,11,3,0,5-Jun,39,10,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MEM,
Jump Shot,Jump Shot,33.9533,167,91,-118.1028,11,3,0,5-Jun,34,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MEM,1
Jump Shot,Jump Shot,33.8843,94,160,-118.1758,9,3,0,5-Jun,14,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MEM,1
Slam Dunk Shot,Dunk,34.0443,0,0,-118.2698,8,3,0,5-Jun,15,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,1
Layup Shot,Layup,34.0443,0,0,-118.2698,7,3,0,5-Jun,41,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,0
Jump Shot,Jump Shot,34.0503,225,-6,-118.0448,6,3,0,5-Jun,7,22,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,MEM,0
Layup Shot,Layup,34.0443,0,0,-118.2698,5,3,0,5-Jun,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,0
Jump Shot,Jump Shot,33.8303,146,214,-118.1238,4,3,0,5-Jun,53,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MEM,0
Layup Shot,Layup,34.0443,0,0,-118.2698,4,3,0,5-Jun,18,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,
Jump Shot,Jump Shot,33.9583,158,86,-118.1118,1,3,0,5-Jun,14,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MEM,
Jump Shot,Jump Shot,33.8663,186,178,-118.0838,9,4,0,5-Jun,44,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MEM,1
Jump Shot,Jump Shot,33.8983,84,146,-118.1858,9,4,0,5-Jun,9,16,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MEM,1
Jump Shot,Jump Shot,33.8573,36,187,-118.2338,8,4,0,5-Jun,36,19,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MEM,1
Jump Shot,Jump Shot,33.9853,238,59,-118.0318,8,4,0,5-Jun,3,24,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,MEM,0
Jump Shot,Jump Shot,33.9913,77,53,-118.1928,7,4,0,5-Jun,14,9,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,MEM,0
Layup Shot,Layup,34.0443,0,0,-118.2698,6,4,0,5-Jun,58,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MEM,0
Jump Shot,Jump Shot,33.9243,156,120,-118.1138,5,4,0,5-Jun,13,19,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MEM,
Jump Shot,Jump Shot,33.9043,-138,140,-118.4078,4,4,0,5-Jun,46,19,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MEM,0
Running Jump Shot,Jump Shot,34.0273,140,17,-118.1298,2,4,0,5-Jun,56,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MEM,1
Jump Shot,Jump Shot,33.8803,120,164,-118.1498,1,4,0,5-Jun,7,20,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MEM,1
Jump Shot,Jump Shot,33.8143,128,230,-118.1418,0,4,0,5-Jun,0,26,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,MEM,0
Jump Shot,Jump Shot,34.0443,177,0,-118.0928,11,1,0,5-Jun,40,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,UTA,
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,10,1,0,5-Jun,55,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,0
Jump Shot,Jump Shot,34.0213,-158,23,-118.4278,3,1,0,5-Jun,59,15,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,UTA,0
Jump Shot,Jump Shot,33.8863,-199,158,-118.4688,3,1,0,5-Jun,43,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,UTA,
Jump Shot,Jump Shot,33.8093,-112,235,-118.3818,0,1,0,5-Jun,27,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,UTA,
Fadeaway Jump Shot,Jump Shot,34.0473,128,-3,-118.1418,0,1,0,5-Jun,5,12,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,UTA,1
Jump Shot,Jump Shot,33.9163,167,128,-118.1028,6,2,0,5-Jun,58,21,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,
Jump Shot,Jump Shot,33.7843,13,260,-118.2568,3,2,0,5-Jun,32,26,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,UTA,
Jump Shot,Jump Shot,33.9093,163,135,-118.1068,11,3,0,5-Jun,49,21,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,0
Jump Shot,Jump Shot,33.7923,62,252,-118.2078,7,3,0,5-Jun,41,25,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,UTA,1
Jump Shot,Jump Shot,34.0223,-238,22,-118.5078,7,3,0,5-Jun,11,23,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,UTA,0
Turnaround Jump Shot,Jump Shot,33.9343,146,110,-118.1238,5,3,0,5-Jun,24,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,0
Jump Shot,Jump Shot,33.8683,-90,176,-118.3598,2,3,0,5-Jun,6,19,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,1
Jump Shot,Jump Shot,33.8583,-174,186,-118.4438,1,3,0,5-Jun,37,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,UTA,1
Jump Shot,Jump Shot,33.8573,205,187,-118.0648,0,3,0,5-Jun,41,27,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,UTA,
Jump Shot,Jump Shot,33.9243,-225,120,-118.4948,6,4,0,5-Jun,26,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,UTA,0
Jump Shot,Jump Shot,33.9163,161,128,-118.1088,5,4,0,5-Jun,1,20,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,0
Jump Shot,Jump Shot,33.9863,148,58,-118.1218,4,4,0,5-Jun,30,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,UTA,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,3,4,0,5-Jun,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,1
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,0,4,0,5-Jun,46,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,0
Jump Shot,Jump Shot,33.8113,100,233,-118.1698,11,1,0,5-Jun,29,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,ATL,1
Jump Shot,Jump Shot,33.8203,149,224,-118.1208,8,1,0,5-Jun,19,26,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,ATL,
Jump Shot,Jump Shot,33.9393,-184,105,-118.4538,6,1,0,5-Jun,47,21,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,ATL,1
Jump Shot,Jump Shot,33.7923,121,252,-118.1488,5,1,0,5-Jun,11,27,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,ATL,1
Jump Shot,Jump Shot,33.7943,1,250,-118.2688,3,1,0,5-Jun,53,25,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,ATL,0
Jump Shot,Jump Shot,33.8813,-141,163,-118.4108,2,1,0,5-Jun,0,21,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,ATL,0
Jump Shot,Jump Shot,33.8253,121,219,-118.1488,0,1,0,5-Jun,33,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,ATL,0
Jump Shot,Jump Shot,33.8583,-194,186,-118.4638,10,2,0,5-Jun,45,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,ATL,1
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,9,2,0,5-Jun,5,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,0
Turnaround Jump Shot,Jump Shot,33.8503,-67,194,-118.3368,7,2,0,5-Jun,1,20,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,ATL,1
Jump Shot,Jump Shot,33.8663,-199,178,-118.4688,6,2,0,5-Jun,24,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,ATL,0
Reverse Dunk Shot,Dunk,34.0443,0,0,-118.2698,4,2,0,5-Jun,7,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,
Running Jump Shot,Jump Shot,34.0143,166,30,-118.1038,2,2,0,5-Jun,28,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,ATL,1
Slam Dunk Shot,Dunk,34.0443,0,0,-118.2698,0,2,0,5-Jun,33,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,1
Jump Shot,Jump Shot,33.8303,28,214,-118.2418,0,2,0,5-Jun,4,21,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,ATL,
Jump Shot,Jump Shot,33.8373,154,207,-118.1158,7,3,0,5-Jun,3,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,ATL,
Jump Shot,Jump Shot,33.8113,189,233,-118.0808,5,3,0,5-Jun,8,30,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,ATL,1
Turnaround Jump Shot,Jump Shot,33.9163,121,128,-118.1488,3,3,0,5-Jun,4,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,ATL,1
Jump Shot,Jump Shot,34.0373,186,7,-118.0838,1,3,0,5-Jun,5,18,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,ATL,0
Jump Shot,Jump Shot,33.7763,28,268,-118.2418,9,4,0,5-Jun,34,26,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,ATL,
Jump Shot,Jump Shot,33.8713,-182,173,-118.4518,8,4,0,5-Jun,41,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,ATL,0
Layup Shot,Layup,34.0443,0,0,-118.2698,7,4,0,5-Jun,33,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,1
Reverse Layup Shot,Layup,34.0443,0,0,-118.2698,5,4,0,5-Jun,7,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,4,4,0,5-Jun,21,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,
Reverse Layup Shot,Layup,34.0443,0,0,-118.2698,3,4,0,5-Jun,26,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,1
Jump Shot,Jump Shot,33.8523,200,192,-118.0698,0,4,0,5-Jun,15,27,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,ATL,0
Jump Shot,Jump Shot,33.9783,235,66,-118.0348,0,4,0,5-Jun,6,24,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,ATL,0
Jump Shot,Jump Shot,33.8403,177,204,-118.0928,0,4,0,5-Jun,0,27,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,ATL,0
Jump Hook Shot,Jump Shot,33.9933,18,51,-118.2518,9,1,0,5-Jun,17,5,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,POR,1
Alley Oop Layup shot,Layup,34.0443,0,0,-118.2698,6,1,0,5-Jun,41,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,1
Running Jump Shot,Jump Shot,33.8653,-105,179,-118.3748,4,1,0,5-Jun,15,20,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,POR,
Jump Shot,Jump Shot,33.8323,141,212,-118.1288,4,2,0,5-Jun,4,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,POR,1
Jump Shot,Jump Shot,33.7973,71,247,-118.1988,1,2,0,5-Jun,53,25,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,POR,0
Jump Shot,Jump Shot,33.8143,117,230,-118.1528,0,2,0,5-Jun,43,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,POR,0
Jump Shot,Jump Shot,34.0623,131,-18,-118.1388,0,2,0,5-Jun,5,13,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,POR,
Jump Shot,Jump Shot,33.8703,-84,174,-118.3538,7,3,0,5-Jun,50,19,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,POR,0
Jump Shot,Jump Shot,33.8533,186,191,-118.0838,3,3,0,5-Jun,53,26,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,POR,1
Jump Shot,Jump Shot,33.8703,-197,174,-118.4668,3,3,0,5-Jun,3,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,POR,0
Jump Shot,Jump Shot,33.9443,141,100,-118.1288,10,4,0,5-Jun,52,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,POR,
Jump Shot,Jump Shot,34.0723,-143,-28,-118.4128,8,4,0,5-Jun,9,14,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,POR,
Jump Shot,Jump Shot,33.8883,130,156,-118.1398,7,4,0,5-Jun,44,20,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,POR,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,6,4,0,5-Jun,40,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,
Jump Shot,Jump Shot,33.8433,164,201,-118.1058,5,4,0,5-Jun,46,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,POR,1
Jump Shot,Jump Shot,33.9783,167,66,-118.1028,4,4,0,5-Jun,30,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,POR,
Jump Shot,Jump Shot,33.8343,0,210,-118.2698,4,4,0,5-Jun,6,21,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,POR,1
Jump Shot,Jump Shot,33.7973,121,247,-118.1488,3,4,0,5-Jun,39,27,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,POR,1
Jump Shot,Jump Shot,33.8153,128,229,-118.1418,2,4,0,5-Jun,46,26,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,POR,1
Jump Shot,Jump Shot,33.8963,-126,148,-118.3958,9,1,0,5-Jun,49,19,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAC,
Jump Shot,Jump Shot,34.0363,186,8,-118.0838,9,1,0,5-Jun,34,18,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,0
Driving Dunk Shot,Dunk,34.0443,0,0,-118.2698,5,1,0,5-Jun,58,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,1
Jump Shot,Jump Shot,33.8203,-113,224,-118.3828,4,1,0,5-Jun,59,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAC,1
Jump Shot,Jump Shot,33.7943,1,250,-118.2688,3,1,0,5-Jun,43,25,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SAC,1
Jump Shot,Jump Shot,33.8813,194,163,-118.0758,2,1,0,5-Jun,38,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAC,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,2,1,0,5-Jun,8,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,1
Jump Shot,Jump Shot,33.9403,172,104,-118.0978,0,1,0,5-Jun,0,20,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,0
Jump Shot,Jump Shot,34.0133,192,31,-118.0778,9,2,0,5-Jun,49,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,
Jump Shot,Jump Shot,33.8863,220,158,-118.0498,9,2,0,5-Jun,27,27,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAC,0
Jump Shot,Jump Shot,33.9373,172,107,-118.0978,7,2,0,5-Jun,12,20,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,0
Layup Shot,Layup,34.0443,0,0,-118.2698,6,2,0,5-Jun,54,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,1
Jump Shot,Jump Shot,33.9473,-159,97,-118.4288,6,2,0,5-Jun,32,18,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,SAC,0
Running Layup Shot,Layup,34.0443,0,0,-118.2698,1,2,0,5-Jun,9,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,
Jump Shot,Jump Shot,34.0443,110,0,-118.1598,11,3,0,5-Jun,19,11,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,1
Jump Shot,Jump Shot,33.9293,123,115,-118.1468,7,3,0,5-Jun,37,16,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAC,1
Jump Shot,Jump Shot,33.8683,-194,176,-118.4638,7,3,0,5-Jun,12,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAC,1
Jump Shot,Jump Shot,33.9373,143,107,-118.1268,10,4,0,5-Jun,41,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAC,0
Layup Shot,Layup,34.0443,0,0,-118.2698,10,4,0,5-Jun,14,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,1
Jump Shot,Jump Shot,33.9523,-118,92,-118.3878,8,4,0,5-Jun,52,14,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAC,0
Turnaround Jump Shot,Jump Shot,34.0113,-113,33,-118.3828,8,4,0,5-Jun,42,11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAC,1
Layup Shot,Layup,34.0443,0,0,-118.2698,8,4,0,5-Jun,15,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,
Jump Shot,Jump Shot,34.0423,-189,2,-118.4588,8,4,0,5-Jun,12,18,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,SAC,1
Jump Shot,Jump Shot,33.9723,130,72,-118.1398,6,4,0,5-Jun,47,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,0
Jump Shot,Jump Shot,33.8303,-130,214,-118.3998,5,4,0,5-Jun,36,25,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,SAC,1
Jump Shot,Jump Shot,33.8423,163,202,-118.1068,4,4,0,5-Jun,58,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAC,0
Driving Dunk Shot,Dunk,34.0443,0,0,-118.2698,4,4,0,5-Jun,33,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,1
Running Layup Shot,Layup,34.0443,0,0,-118.2698,11,1,0,5-Jun,5,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,0
Jump Shot,Jump Shot,33.9273,169,117,-118.1008,4,1,0,5-Jun,57,20,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,LAC,1
Jump Shot,Jump Shot,33.8813,-135,163,-118.4048,4,1,0,5-Jun,26,21,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,LAC,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,4,1,0,5-Jun,8,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,1
Jump Shot,Jump Shot,33.9013,128,143,-118.1418,3,1,0,5-Jun,32,19,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,LAC,0
Jump Shot,Jump Shot,33.7863,-94,258,-118.3638,0,1,0,5-Jun,55,27,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,LAC,1
Jump Shot,Jump Shot,33.8913,-105,153,-118.3748,11,2,0,5-Jun,47,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,LAC,0
Jump Shot,Jump Shot,33.8433,-172,201,-118.4418,11,2,0,5-Jun,6,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,LAC,1
Jump Shot,Jump Shot,33.9473,62,97,-118.2078,9,2,0,5-Jun,30,11,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,LAC,0
Jump Shot,Jump Shot,33.8573,164,187,-118.1058,9,2,0,5-Jun,0,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,LAC,1
Jump Shot,Jump Shot,34.0553,118,-11,-118.1518,8,2,0,5-Jun,31,11,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,LAC,1
Jump Shot,Jump Shot,34.0413,115,3,-118.1548,4,2,0,5-Jun,19,11,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,LAC,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,3,2,0,5-Jun,18,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,1
Jump Shot,Jump Shot,33.9063,-149,138,-118.4188,1,2,0,5-Jun,36,20,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,LAC,0
Reverse Layup Shot,Layup,34.0443,0,0,-118.2698,0,2,0,5-Jun,58,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,1
Jump Shot,Jump Shot,33.8293,144,215,-118.1258,0,2,0,5-Jun,41,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,LAC,
Jump Shot,Jump Shot,34.0013,-149,43,-118.4188,8,3,0,5-Jun,43,15,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,LAC,
Jump Shot,Jump Shot,33.9723,227,72,-118.0428,3,3,0,5-Jun,59,23,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,LAC,
Slam Dunk Shot,Dunk,34.0443,0,0,-118.2698,11,4,0,5-Jun,52,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,LAC,1
Jump Shot,Jump Shot,33.7833,-8,261,-118.2778,8,4,0,5-Jun,5,26,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,LAC,0
Jump Shot,Jump Shot,33.8453,-168,199,-118.4378,7,4,0,5-Jun,31,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,LAC,
Jump Shot,Jump Shot,33.9143,204,130,-118.0658,6,4,0,5-Jun,50,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,LAC,1
Jump Shot,Jump Shot,33.8943,-218,150,-118.4878,6,4,0,5-Jun,10,26,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,LAC,0
Jump Shot,Jump Shot,33.8473,-153,197,-118.4228,5,4,0,5-Jun,40,24,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,LAC,0
Jump Shot,Jump Shot,34.0533,140,-9,-118.1298,4,4,0,5-Jun,7,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,LAC,1
Jump Shot,Jump Shot,34.0393,138,5,-118.1318,3,4,0,5-Jun,7,13,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,LAC,
Jump Shot,Jump Shot,33.8613,177,183,-118.0928,2,4,0,5-Jun,55,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,LAC,
Jump Shot,Jump Shot,34.0473,-192,-3,-118.4618,2,4,0,5-Jun,41,19,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,LAC,0
Jump Shot,Jump Shot,34.0363,-191,8,-118.4608,1,4,0,5-Jun,42,19,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,LAC,0
Jump Shot,Jump Shot,34.0133,182,31,-118.0878,10,1,0,5-Jun,48,18,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,BOS,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,8,1,0,5-Jun,47,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,BOS,0
Jump Shot,Jump Shot,33.8273,-168,217,-118.4378,8,1,0,5-Jun,32,27,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,BOS,1
Jump Shot,Jump Shot,33.8343,151,210,-118.1188,6,1,0,5-Jun,50,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,BOS,1
Jump Shot,Jump Shot,33.8453,177,199,-118.0928,6,1,0,5-Jun,19,26,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,BOS,0
